Crédito,Status da conta corrente existente,Duração em meses,Histórico de crédito,Finalidade,Valor do crédito,Conta de poupança/títulos,Tempo de emprego atual,Taxa de prestação em porcentagem da renda disponível,Estado civil e sexo,Outros devedores/garantidores,Residência atual desde,Propriedade,Idade em anos,Outros planos de parcelamento,Habitação,Número de créditos existentes neste banco,Ocupação,Número de pessoas a quem deve prestar sustento,Telefone,Trabalhador estrangeiro
Bom,none,9,Em dia,Educação,3832,none,7-+,1,Homem - solteiro,none,4,Imóvel,64,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,24,Em dia,Rádio/televisão,3660,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,none,4,Carro/outro,28,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,18,Pagamento pelo banco,Móveis/equipamentos,1553,Minimo,good-to-4,4,Homem - solteiro,none,3,Carro/outro,44,bank,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,15,Em dia,Rádio/televisão,1444,none,Menos de 1,4,Homem - solteiro,none,1,Acordo de poupança/seguro de vida,23,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,9,Em dia,Móveis/equipamentos,1980,Minimo,Menos de 1,2,Mulher - divorciada/separada/casada,Co-requerente,2,Carro/outro,19,none,Aluguel,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,24,Em dia,Carro novo,1355,Minimo,Menos de 1,3,Mulher - divorciada/separada/casada,none,4,Carro/outro,25,none,Dono,1,Residente não qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Em dia,Educação,1393,Minimo,7-+,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,47,bank,Dono,3,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Em dia,Rádio/televisão,1376,Medio,4-to-7,4,Mulher - divorciada/separada/casada,none,1,Carro/outro,28,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,60,Atraso passado,Rádio/televisão,15653,Minimo,4-to-7,2,Homem - solteiro,none,4,Carro/outro,21,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,12,Em dia,Rádio/televisão,1493,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,3,Carro/outro,34,none,Dono,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,42,Atraso passado,Rádio/televisão,4370,Minimo,4-to-7,3,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,26,bank,Dono,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,18,Em dia,Educação,750,Minimo,Desempregado,4,Mulher - divorciada/separada/casada,none,1,Imóvel,27,none,Dono,1,Não qualificado/não residente,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,15,Em dia,Reparos,1308,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,38,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,15,Em dia,Educação,4623,Baixo,good-to-4,3,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,40,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Crítico,Rádio/televisão,1851,Minimo,4-to-7,4,Homem - casado/viúvo,Fiador,2,Carro/outro,33,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,18,Crítico,Rádio/televisão,1880,Minimo,4-to-7,4,Homem - casado/viúvo,none,1,Acordo de poupança/seguro de vida,32,none,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,none,36,Atraso passado,Negócios,7980,none,Menos de 1,4,Homem - solteiro,none,4,Carro/outro,27,none,Aluguel,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,30,Totalmente pago,Móveis/equipamentos,4583,Minimo,good-to-4,2,Homem - divorciado/separado,Fiador,2,Imóvel,32,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,12,Em dia,Carro novo,1386,Medio,good-to-4,2,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,26,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,estavel,24,Em dia,Carro novo,947,Minimo,4-to-7,4,Homem - solteiro,none,3,Desconhecido/nenhum,38,bank,for-free,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,12,Em dia,Educação,684,Minimo,good-to-4,4,Homem - solteiro,none,4,Carro/outro,40,none,Aluguel,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,48,Em dia,Educação,7476,Minimo,4-to-7,4,Homem - solteiro,none,1,Desconhecido/nenhum,50,none,for-free,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,12,Em dia,Móveis/equipamentos,1922,Minimo,good-to-4,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,37,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,24,Em dia,Carro novo,2303,Minimo,7-+,4,Homem - solteiro,Co-requerente,1,Imóvel,45,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,36,Atraso passado,Carro novo,8086,Baixo,7-+,2,Homem - solteiro,none,4,Carro/outro,42,none,Dono,4,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Crítico,Carro usado,2346,Minimo,4-to-7,4,Homem - solteiro,none,3,Carro/outro,35,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,14,Em dia,Carro novo,3973,Minimo,Desempregado,1,Homem - solteiro,none,4,Desconhecido/nenhum,22,none,for-free,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,12,Em dia,Carro novo,888,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,41,bank,Dono,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,48,Em dia,Rádio/televisão,10222,none,4-to-7,4,Homem - solteiro,none,3,Carro/outro,37,stores,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,30,Totalmente pago,Negócios,4221,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,none,1,Carro/outro,28,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,18,Crítico,Móveis/equipamentos,6361,Minimo,7-+,2,Homem - solteiro,none,1,Desconhecido/nenhum,41,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,12,Em dia,Rádio/televisão,1297,Minimo,good-to-4,3,Homem - casado/viúvo,none,4,Imóvel,23,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,12,Em dia,Carro novo,900,none,good-to-4,4,Homem - casado/viúvo,none,2,Carro/outro,23,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,21,Em dia,Móveis/equipamentos,2241,Minimo,7-+,4,Homem - solteiro,none,2,Imóvel,50,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,6,Atraso passado,Móveis/equipamentos,1050,Minimo,Desempregado,4,Homem - solteiro,none,1,Acordo de poupança/seguro de vida,35,stores,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,6,Crítico,Educação,1047,Minimo,good-to-4,2,Mulher - divorciada/separada/casada,none,4,Acordo de poupança/seguro de vida,50,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Crítico,outro,6314,Minimo,Desempregado,4,Homem - solteiro,Co-requerente,2,Desconhecido/nenhum,27,bank,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,30,Pagamento pelo banco,Móveis/equipamentos,3496,Alto,good-to-4,4,Homem - solteiro,none,2,Carro/outro,34,stores,Dono,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,48,Pagamento pelo banco,Negócios,3609,Minimo,good-to-4,1,Mulher - divorciada/separada/casada,none,1,Imóvel,27,stores,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,12,Crítico,Carro novo,4843,Minimo,7-+,3,Homem - solteiro,Co-requerente,4,Acordo de poupança/seguro de vida,43,none,Aluguel,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,30,Crítico,Rádio/televisão,3017,Minimo,7-+,4,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,47,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Crítico,Negócios,4139,Baixo,good-to-4,3,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,27,none,Dono,2,Residente não qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,36,Em dia,Negócios,5742,Baixo,4-to-7,2,Homem - solteiro,none,2,Carro/outro,31,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,60,Em dia,Carro novo,10366,Minimo,7-+,2,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,42,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,6,Crítico,Carro novo,2080,Medio,good-to-4,1,Homem - casado/viúvo,none,2,Carro/outro,24,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,21,Atraso passado,Negócios,2580,Medio,Menos de 1,4,Homem - solteiro,none,2,Imóvel,41,bank,Dono,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,30,Crítico,Rádio/televisão,4530,Minimo,4-to-7,4,Mulher - divorciada/separada/casada,none,4,Carro/outro,26,none,Aluguel,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,24,Crítico,Móveis/equipamentos,5150,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,33,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,72,Em dia,Rádio/televisão,5595,Baixo,good-to-4,2,Homem - casado/viúvo,none,2,Carro/outro,24,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,24,Em dia,Rádio/televisão,2384,Minimo,7-+,4,Homem - solteiro,none,4,Imóvel,64,bank,Aluguel,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Em dia,Rádio/televisão,1453,Minimo,Menos de 1,3,Mulher - divorciada/separada/casada,none,1,Imóvel,26,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,6,Em dia,Educação,1538,Minimo,Menos de 1,1,Mulher - divorciada/separada/casada,none,2,Desconhecido/nenhum,56,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,12,Em dia,Rádio/televisão,2279,none,good-to-4,4,Homem - solteiro,none,4,Desconhecido/nenhum,37,none,for-free,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,15,Atraso passado,Rádio/televisão,1478,Minimo,good-to-4,4,Homem - casado/viúvo,none,3,Imóvel,33,bank,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Crítico,Rádio/televisão,5103,Minimo,Menos de 1,3,Homem - casado/viúvo,none,3,Desconhecido/nenhum,47,none,for-free,3,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,36,Atraso passado,Negócios,9857,Baixo,4-to-7,1,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,31,none,Dono,2,Residente não qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,60,Em dia,Carro novo,6527,none,good-to-4,4,Homem - solteiro,none,4,Desconhecido/nenhum,34,none,for-free,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,10,Crítico,Rádio/televisão,1347,none,4-to-7,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,27,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,36,Atraso passado,Carro novo,2862,Baixo,7-+,4,Homem - solteiro,none,3,Desconhecido/nenhum,30,none,for-free,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,9,Em dia,Rádio/televisão,2753,Baixo,7-+,3,Homem - solteiro,Co-requerente,4,Carro/outro,35,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,12,Em dia,Carro novo,3651,Alto,good-to-4,1,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,31,none,Dono,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,15,Crítico,Móveis/equipamentos,975,Minimo,good-to-4,2,Homem - divorciado/separado,none,3,Acordo de poupança/seguro de vida,25,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,15,Em dia,Reparos,2631,Baixo,good-to-4,3,Mulher - divorciada/separada/casada,none,2,Imóvel,25,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,24,Em dia,Rádio/televisão,2896,Baixo,Menos de 1,2,Homem - solteiro,none,1,Carro/outro,29,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,negativo,6,Crítico,Carro novo,4716,none,Menos de 1,1,Homem - solteiro,none,3,Imóvel,44,none,Dono,2,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Em dia,Rádio/televisão,2284,Minimo,4-to-7,4,Homem - solteiro,none,2,Carro/outro,28,none,Dono,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,6,Em dia,Carro usado,1236,Medio,good-to-4,2,Homem - solteiro,none,4,Acordo de poupança/seguro de vida,50,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,12,Em dia,Rádio/televisão,1103,Minimo,4-to-7,4,Homem - solteiro,Fiador,3,Imóvel,29,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Local
Bom,none,12,Crítico,Carro novo,926,Minimo,Desempregado,1,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,38,none,Dono,1,Não qualificado/não residente,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Crítico,Rádio/televisão,1800,Minimo,good-to-4,4,Homem - solteiro,none,2,Carro/outro,24,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,estavel,15,Em dia,Educação,1905,Minimo,7-+,4,Homem - solteiro,none,4,Carro/outro,40,none,Aluguel,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,none,12,Em dia,Móveis/equipamentos,1123,Medio,good-to-4,4,Mulher - divorciada/separada/casada,none,4,Carro/outro,29,none,Aluguel,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,48,Crítico,Carro usado,6331,Minimo,7-+,4,Homem - solteiro,none,4,Desconhecido/nenhum,46,none,for-free,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,24,Em dia,Rádio/televisão,1377,Baixo,7-+,4,Mulher - divorciada/separada/casada,none,2,Desconhecido/nenhum,47,none,for-free,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,30,Atraso passado,Negócios,2503,Baixo,7-+,4,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,41,stores,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,27,Em dia,Negócios,2528,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,1,Acordo de poupança/seguro de vida,32,none,Dono,1,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,15,Em dia,Carro novo,5324,Medio,7-+,1,Mulher - divorciada/separada/casada,none,4,Desconhecido/nenhum,35,none,for-free,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,48,Em dia,Carro novo,6560,Baixo,4-to-7,3,Homem - solteiro,none,2,Acordo de poupança/seguro de vida,24,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,12,Totalmente pago,Móveis/equipamentos,2969,Minimo,Menos de 1,4,Mulher - divorciada/separada/casada,none,3,Acordo de poupança/seguro de vida,25,none,Aluguel,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,9,Em dia,Rádio/televisão,1206,Minimo,7-+,4,Mulher - divorciada/separada/casada,none,4,Imóvel,25,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,9,Em dia,Rádio/televisão,2118,Minimo,good-to-4,2,Homem - solteiro,none,2,Imóvel,37,none,Dono,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,none,18,Crítico,Rádio/televisão,629,Medio,7-+,4,Homem - solteiro,none,3,Acordo de poupança/seguro de vida,32,bank,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,negativo,6,Pagamento pelo banco,Educação,1198,Minimo,7-+,4,Mulher - divorciada/separada/casada,none,4,Desconhecido/nenhum,35,none,for-free,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,21,Em dia,Carro usado,2476,none,7-+,4,Homem - solteiro,none,4,Imóvel,46,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,negativo,9,Crítico,Rádio/televisão,1138,Minimo,good-to-4,4,Homem - solteiro,none,4,Imóvel,25,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,60,Em dia,Carro novo,14027,Minimo,4-to-7,4,Homem - solteiro,none,2,Desconhecido/nenhum,27,none,Dono,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,30,Crítico,Carro usado,7596,none,7-+,1,Homem - solteiro,none,4,Carro/outro,63,none,Dono,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,30,Crítico,Rádio/televisão,3077,none,7-+,3,Homem - solteiro,none,2,Carro/outro,40,none,Dono,2,Funcionário qualificado,2,telefone registrado,Trabalhador Estrangeiro
Bom,none,18,Em dia,Rádio/televisão,1505,Minimo,good-to-4,4,Homem - solteiro,none,2,Desconhecido/nenhum,32,none,for-free,1,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Bom,estavel,24,Crítico,Rádio/televisão,3148,none,good-to-4,3,Homem - solteiro,none,2,Carro/outro,31,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,20,Totalmente pago,Carro usado,6148,Baixo,7-+,3,Homem - casado/viúvo,none,4,Carro/outro,31,bank,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Ruim,estavel,9,Totalmente pago,Rádio/televisão,1337,Minimo,Menos de 1,4,Homem - solteiro,none,2,Carro/outro,34,none,Dono,2,Alta qualificação,1,telefone registrado,Trabalhador Estrangeiro
Ruim,Baixo,6,Pagamento pelo banco,Educação,433,Alto,Menos de 1,4,Mulher - divorciada/separada/casada,none,2,Acordo de poupança/seguro de vida,24,bank,Aluguel,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,12,Em dia,Carro novo,1228,Minimo,good-to-4,4,Mulher - divorciada/separada/casada,none,2,Imóvel,24,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,9,Em dia,Rádio/televisão,790,Medio,good-to-4,4,Mulher - divorciada/separada/casada,none,3,Imóvel,66,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,none,27,Em dia,Carro novo,2570,Minimo,good-to-4,3,Mulher - divorciada/separada/casada,none,3,Imóvel,21,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,6,Crítico,Carro novo,250,Alto,good-to-4,2,Mulher - divorciada/separada/casada,none,2,Imóvel,41,bank,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,15,Crítico,Rádio/televisão,1316,Medio,good-to-4,2,Homem - casado/viúvo,none,2,Acordo de poupança/seguro de vida,47,none,Dono,2,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,18,Em dia,Rádio/televisão,1882,Minimo,good-to-4,4,Mulher - divorciada/separada/casada,none,4,Carro/outro,25,bank,Aluguel,2,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,Baixo,48,Pagamento pelo banco,Negócios,6416,Minimo,7-+,4,Mulher - divorciada/separada/casada,none,3,Desconhecido/nenhum,59,none,Aluguel,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,estavel,24,Crítico,Negócios,1275,Alto,good-to-4,2,Homem - divorciado/separado,none,4,Imóvel,36,none,Dono,2,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,Baixo,24,Atraso passado,Rádio/televisão,6403,Minimo,Menos de 1,1,Homem - solteiro,none,2,Carro/outro,33,none,Dono,1,Funcionário qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Ruim,negativo,24,Em dia,Rádio/televisão,1987,Minimo,good-to-4,2,Homem - solteiro,none,4,Imóvel,21,none,Aluguel,1,Residente não qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,8,Em dia,Rádio/televisão,760,Minimo,4-to-7,4,Mulher - divorciada/separada/casada,Fiador,2,Imóvel,44,none,Dono,1,Residente não qualificado,1,Sem Telefone,Trabalhador Estrangeiro
Bom,none,24,Em dia,Carro usado,2603,Alto,good-to-4,2,Mulher - divorciada/separada/casada,none,4,Carro/outro,28,none,Aluguel,1,Funcionário qualificado,1,telefone registrado,Trabalhador Estrangeiro
Bom,none,4,Crítico,Carro novo,3380,Minimo,4-to-7,1,Mulher - divorciada/separada/casada,none,1,Imóvel,37,none,Dono,1,Funcionário qualificado,2,Sem Telefone,Trabalhador Estrangeiro
Bom,Baixo,36,Pagamento pelo banco,Eletrodomésticos,3990,none,Menos de 1,3,Mulher - divorciada/separada/casada,none,2,Desconhecido/nenhum,29,bank,Dono,1,Não qualificado/não residente,1,Sem Telefone,Trabalhador Estrangeiro
